Name,Device_ID,Download_Date,Reference_Date,Log_Interval,Log_Count,Location_Lat,Location_Lng,Temp_Units,temperatureCalibration,humidityCalibration,pressureCalibration,dewpointCalibration
Rsad5,E826E554,Fri Aug 25 2023 13:47:08 GMT-0600 (Mountain Daylight Time),Not set,900,8264,0,0,Celsius,0,0,0,0
index,date,temperature,humidity,dewpoint,pressure
33,Wed May 31 2023 20:32:08 GMT-0600 (Mountain Daylight Time),11.2,28.6,-6.3,703.7
34,Wed May 31 2023 20:47:08 GMT-0600 (Mountain Daylight Time),10.5,29.5,-6.5,703.7
35,Wed May 31 2023 21:02:08 GMT-0600 (Mountain Daylight Time),10.6,27.8,-7.2,703.6
36,Wed May 31 2023 21:17:08 GMT-0600 (Mountain Daylight Time),11.5,24.5,-8.1,703.5
37,Wed May 31 2023 21:32:08 GMT-0600 (Mountain Daylight Time),11.7,23,-8.7,703.4
38,Wed May 31 2023 21:47:08 GMT-0600 (Mountain Daylight Time),11.9,24.3,-7.9,703.3
39,Wed May 31 2023 22:02:08 GMT-0600 (Mountain Daylight Time),11.6,23.5,-8.5,703.1
40,Wed May 31 2023 22:17:08 GMT-0600 (Mountain Daylight Time),11.4,25.6,-7.6,703.1
41,Wed May 31 2023 22:32:08 GMT-0600 (Mountain Daylight Time),12,24.4,-7.7,703
42,Wed May 31 2023 22:47:08 GMT-0600 (Mountain Daylight Time),13.6,24.6,-6.2,702.8
43,Wed May 31 2023 23:02:08 GMT-0600 (Mountain Daylight Time),13.2,25.8,-6,702.7
44,Wed May 31 2023 23:17:08 GMT-0600 (Mountain Daylight Time),13.1,24.3,-6.8,702.7
45,Wed May 31 2023 23:32:08 GMT-0600 (Mountain Daylight Time),12.8,24.8,-6.8,702.7
46,Wed May 31 2023 23:47:08 GMT-0600 (Mountain Daylight Time),13.2,24.4,-6.7,702.6
47,Thu Jun 01 2023 00:02:08 GMT-0600 (Mountain Daylight Time),14,22,-7.4,702.7
48,Thu Jun 01 2023 00:17:08 GMT-0600 (Mountain Daylight Time),13.5,23.3,-7,702.5
49,Thu Jun 01 2023 00:32:08 GMT-0600 (Mountain Daylight Time),14,23,-6.8,702.5
50,Thu Jun 01 2023 00:47:08 GMT-0600 (Mountain Daylight Time),13.6,23.2,-7,702.5
51,Thu Jun 01 2023 01:02:08 GMT-0600 (Mountain Daylight Time),13,23.4,-7.4,702.6
52,Thu Jun 01 2023 01:17:08 GMT-0600 (Mountain Daylight Time),10.9,25.2,-8.2,702.5
53,Thu Jun 01 2023 01:32:08 GMT-0600 (Mountain Daylight Time),9.5,27.1,-8.5,702.5
54,Thu Jun 01 2023 01:47:08 GMT-0600 (Mountain Daylight Time),8.4,28,-9.1,702.5
55,Thu Jun 01 2023 02:02:08 GMT-0600 (Mountain Daylight Time),7.6,29.6,-9,702.6
56,Thu Jun 01 2023 02:17:08 GMT-0600 (Mountain Daylight Time),7.2,30.5,-9,702.6
57,Thu Jun 01 2023 02:32:08 GMT-0600 (Mountain Daylight Time),6.3,35.3,-7.9,702.6
58,Thu Jun 01 2023 02:47:08 GMT-0600 (Mountain Daylight Time),5.8,34.6,-8.6,702.6
59,Thu Jun 01 2023 03:02:08 GMT-0600 (Mountain Daylight Time),4.5,39.6,-8.1,702.7
60,Thu Jun 01 2023 03:17:08 GMT-0600 (Mountain Daylight Time),3.2,43.1,-8.2,702.7
61,Thu Jun 01 2023 03:32:08 GMT-0600 (Mountain Daylight Time),2.2,46.3,-8.2,702.8
62,Thu Jun 01 2023 03:47:08 GMT-0600 (Mountain Daylight Time),2.2,45.1,-8.5,702.8
63,Thu Jun 01 2023 04:02:08 GMT-0600 (Mountain Daylight Time),1.7,45.8,-8.8,702.9
64,Thu Jun 01 2023 04:17:08 GMT-0600 (Mountain Daylight Time),2.3,41.6,-9.4,703
65,Thu Jun 01 2023 04:32:08 GMT-0600 (Mountain Daylight Time),2.9,38.8,-9.8,703
66,Thu Jun 01 2023 04:47:08 GMT-0600 (Mountain Daylight Time),3.7,35.8,-10.1,703
67,Thu Jun 01 2023 05:02:08 GMT-0600 (Mountain Daylight Time),3.9,34.4,-10.4,703
68,Thu Jun 01 2023 05:17:08 GMT-0600 (Mountain Daylight Time),3.2,36.2,-10.4,703
69,Thu Jun 01 2023 05:32:08 GMT-0600 (Mountain Daylight Time),3.4,35.2,-10.6,703.1
70,Thu Jun 01 2023 05:47:08 GMT-0600 (Mountain Daylight Time),3.5,32.2,-11.6,703.3
71,Thu Jun 01 2023 06:02:08 GMT-0600 (Mountain Daylight Time),3.7,30.7,-12,703.3
72,Thu Jun 01 2023 06:17:08 GMT-0600 (Mountain Daylight Time),2.9,30.5,-12.8,703.5
73,Thu Jun 01 2023 06:32:08 GMT-0600 (Mountain Daylight Time),2.7,30.1,-13.1,703.5
74,Thu Jun 01 2023 06:47:08 GMT-0600 (Mountain Daylight Time),2.6,29.7,-13.4,703.5
75,Thu Jun 01 2023 07:02:08 GMT-0600 (Mountain Daylight Time),2.7,27.4,-14.3,703.7
76,Thu Jun 01 2023 07:17:08 GMT-0600 (Mountain Daylight Time),3.9,22.6,-15.6,703.6
77,Thu Jun 01 2023 07:32:08 GMT-0600 (Mountain Daylight Time),4.9,24.7,-13.7,703.5
78,Thu Jun 01 2023 07:47:08 GMT-0600 (Mountain Daylight Time),5,26.9,-12.5,703.4
79,Thu Jun 01 2023 08:02:08 GMT-0600 (Mountain Daylight Time),4.5,28.8,-12.1,703.4
80,Thu Jun 01 2023 08:17:08 GMT-0600 (Mountain Daylight Time),3.9,31,-11.7,703.4
81,Thu Jun 01 2023 08:32:08 GMT-0600 (Mountain Daylight Time),4.2,30.3,-11.7,703.4
82,Thu Jun 01 2023 08:47:08 GMT-0600 (Mountain Daylight Time),4.8,29.9,-11.4,703.4
83,Thu Jun 01 2023 09:02:08 GMT-0600 (Mountain Daylight Time),5,30,-11.2,703.4
84,Thu Jun 01 2023 09:17:08 GMT-0600 (Mountain Daylight Time),4.5,31,-11.2,703.5
85,Thu Jun 01 2023 09:32:08 GMT-0600 (Mountain Daylight Time),4.3,33,-10.6,703.4
86,Thu Jun 01 2023 09:47:08 GMT-0600 (Mountain Daylight Time),3.5,33.4,-11.1,703.5
87,Thu Jun 01 2023 10:02:08 GMT-0600 (Mountain Daylight Time),3.8,31.1,-11.8,703.5
88,Thu Jun 01 2023 10:17:08 GMT-0600 (Mountain Daylight Time),3.7,30.9,-11.9,703.5
89,Thu Jun 01 2023 10:32:08 GMT-0600 (Mountain Daylight Time),2.9,34.7,-11.2,703.5
90,Thu Jun 01 2023 10:47:08 GMT-0600 (Mountain Daylight Time),1.3,39.9,-10.9,703.6
91,Thu Jun 01 2023 11:02:08 GMT-0600 (Mountain Daylight Time),0.7,43.4,-10.4,703.5
92,Thu Jun 01 2023 11:17:08 GMT-0600 (Mountain Daylight Time),0.5,43.3,-10.6,703.5
93,Thu Jun 01 2023 11:32:08 GMT-0600 (Mountain Daylight Time),0.7,42.3,-10.7,703.3
94,Thu Jun 01 2023 11:47:08 GMT-0600 (Mountain Daylight Time),1,41.7,-10.6,703.2
95,Thu Jun 01 2023 12:02:08 GMT-0600 (Mountain Daylight Time),0.7,41.3,-11,703.3
96,Thu Jun 01 2023 12:17:08 GMT-0600 (Mountain Daylight Time),0.9,44.7,-9.8,703.3
97,Thu Jun 01 2023 12:32:08 GMT-0600 (Mountain Daylight Time),0.7,45.2,-9.8,703.3
98,Thu Jun 01 2023 12:47:08 GMT-0600 (Mountain Daylight Time),0.6,46.4,-9.6,703.3
99,Thu Jun 01 2023 13:02:08 GMT-0600 (Mountain Daylight Time),0.9,44.6,-9.8,703.3
100,Thu Jun 01 2023 13:17:08 GMT-0600 (Mountain Daylight Time),1.2,42.5,-10.2,703.4
101,Thu Jun 01 2023 13:32:08 GMT-0600 (Mountain Daylight Time),1.3,42.1,-10.2,703.3
102,Thu Jun 01 2023 13:47:08 GMT-0600 (Mountain Daylight Time),2.2,39.7,-10.1,703.4
103,Thu Jun 01 2023 14:02:08 GMT-0600 (Mountain Daylight Time),2.1,37.9,-10.8,703.4
104,Thu Jun 01 2023 14:17:08 GMT-0600 (Mountain Daylight Time),2.9,37.1,-10.3,703.4
105,Thu Jun 01 2023 14:32:08 GMT-0600 (Mountain Daylight Time),3.6,36.5,-9.9,703.4
106,Thu Jun 01 2023 14:47:08 GMT-0600 (Mountain Daylight Time),3.2,35.5,-10.6,703.4
107,Thu Jun 01 2023 15:02:08 GMT-0600 (Mountain Daylight Time),2.4,35.5,-11.4,703.5
108,Thu Jun 01 2023 15:17:08 GMT-0600 (Mountain Daylight Time),3.1,32.9,-11.7,703.5
109,Thu Jun 01 2023 15:32:08 GMT-0600 (Mountain Daylight Time),3.3,32.6,-11.6,703.5
110,Thu Jun 01 2023 15:47:08 GMT-0600 (Mountain Daylight Time),4.4,31.6,-11,703.6
111,Thu Jun 01 2023 16:02:08 GMT-0600 (Mountain Daylight Time),6.7,28,-10.5,703.6
112,Thu Jun 01 2023 16:17:08 GMT-0600 (Mountain Daylight Time),8.1,26.5,-10,703.7
113,Thu Jun 01 2023 16:32:08 GMT-0600 (Mountain Daylight Time),8.7,27.2,-9.2,703.9
114,Thu Jun 01 2023 16:47:08 GMT-0600 (Mountain Daylight Time),7.8,28.5,-9.4,704
115,Thu Jun 01 2023 17:02:08 GMT-0600 (Mountain Daylight Time),10.3,25.2,-8.8,704.1
116,Thu Jun 01 2023 17:17:08 GMT-0600 (Mountain Daylight Time),11.1,23,-9.2,704.3
117,Thu Jun 01 2023 17:32:08 GMT-0600 (Mountain Daylight Time),9.8,25.4,-9.1,704.3
118,Thu Jun 01 2023 17:47:08 GMT-0600 (Mountain Daylight Time),10.5,24.8,-8.8,704.3
119,Thu Jun 01 2023 18:02:08 GMT-0600 (Mountain Daylight Time),11.2,24.7,-8.2,704.2
120,Thu Jun 01 2023 18:17:08 GMT-0600 (Mountain Daylight Time),11.9,24.8,-7.6,704.5
121,Thu Jun 01 2023 18:32:08 GMT-0600 (Mountain Daylight Time),11.2,26.2,-7.5,704.5
122,Thu Jun 01 2023 18:47:08 GMT-0600 (Mountain Daylight Time),13.2,25.3,-6.2,704.7
123,Thu Jun 01 2023 19:02:08 GMT-0600 (Mountain Daylight Time),12.1,25.8,-6.9,704.5
124,Thu Jun 01 2023 19:17:08 GMT-0600 (Mountain Daylight Time),11.9,25.4,-7.3,704.5
125,Thu Jun 01 2023 19:32:08 GMT-0600 (Mountain Daylight Time),10.6,27.5,-7.4,704.5
126,Thu Jun 01 2023 19:47:08 GMT-0600 (Mountain Daylight Time),11,29,-6.3,704.5
127,Thu Jun 01 2023 20:02:08 GMT-0600 (Mountain Daylight Time),11.2,27.5,-6.9,704.5
128,Thu Jun 01 2023 20:17:08 GMT-0600 (Mountain Daylight Time),11.6,27.9,-6.3,704.5
129,Thu Jun 01 2023 20:32:08 GMT-0600 (Mountain Daylight Time),11.5,26,-7.3,704.5
130,Thu Jun 01 2023 20:47:08 GMT-0600 (Mountain Daylight Time),11.4,28.8,-6.1,704.5
131,Thu Jun 01 2023 21:02:08 GMT-0600 (Mountain Daylight Time),11.9,27.3,-6.3,704.5
132,Thu Jun 01 2023 21:17:08 GMT-0600 (Mountain Daylight Time),12,26,-6.9,704.4
133,Thu Jun 01 2023 21:32:08 GMT-0600 (Mountain Daylight Time),12.1,26.6,-6.5,704.3
134,Thu Jun 01 2023 21:47:08 GMT-0600 (Mountain Daylight Time),13.4,29.2,-4.1,704.3
135,Thu Jun 01 2023 22:02:08 GMT-0600 (Mountain Daylight Time),12.5,28.6,-5.2,704.2
136,Thu Jun 01 2023 22:17:08 GMT-0600 (Mountain Daylight Time),13.4,28.9,-4.3,704
137,Thu Jun 01 2023 22:32:08 GMT-0600 (Mountain Daylight Time),13,27.5,-5.3,703.9
138,Thu Jun 01 2023 22:47:08 GMT-0600 (Mountain Daylight Time),13.2,28.5,-4.6,703.9
139,Thu Jun 01 2023 23:02:08 GMT-0600 (Mountain Daylight Time),13,27.9,-5.1,703.7
140,Thu Jun 01 2023 23:17:08 GMT-0600 (Mountain Daylight Time),12.1,32.5,-3.9,703.7
141,Thu Jun 01 2023 23:32:08 GMT-0600 (Mountain Daylight Time),12,29.3,-5.3,703.5
142,Thu Jun 01 2023 23:47:08 GMT-0600 (Mountain Daylight Time),13.3,27.5,-5,703.5
143,Fri Jun 02 2023 00:02:08 GMT-0600 (Mountain Daylight Time),12.9,29.3,-4.5,703.5
144,Fri Jun 02 2023 00:17:08 GMT-0600 (Mountain Daylight Time),15.1,28.5,-3,703.3
145,Fri Jun 02 2023 00:32:08 GMT-0600 (Mountain Daylight Time),14.9,25.4,-4.7,703.4
146,Fri Jun 02 2023 00:47:08 GMT-0600 (Mountain Daylight Time),11.3,31.4,-5,703.4
147,Fri Jun 02 2023 01:02:08 GMT-0600 (Mountain Daylight Time),11.4,32.2,-4.6,703.4
148,Fri Jun 02 2023 01:17:08 GMT-0600 (Mountain Daylight Time),11.5,32.3,-4.5,703.2
149,Fri Jun 02 2023 01:32:08 GMT-0600 (Mountain Daylight Time),10.6,30.2,-6.2,703.1
150,Fri Jun 02 2023 01:47:08 GMT-0600 (Mountain Daylight Time),9.6,31.6,-6.4,703
151,Fri Jun 02 2023 02:02:08 GMT-0600 (Mountain Daylight Time),9,33.9,-6.1,703.1
152,Fri Jun 02 2023 02:17:08 GMT-0600 (Mountain Daylight Time),8.3,36,-5.9,703.1
153,Fri Jun 02 2023 02:32:08 GMT-0600 (Mountain Daylight Time),7.2,42.7,-4.6,703
154,Fri Jun 02 2023 02:47:08 GMT-0600 (Mountain Daylight Time),6.5,46.8,-4,703
155,Fri Jun 02 2023 03:02:08 GMT-0600 (Mountain Daylight Time),5.6,50.2,-3.9,703.1
156,Fri Jun 02 2023 03:17:08 GMT-0600 (Mountain Daylight Time),4.8,52.6,-4.1,703.1
157,Fri Jun 02 2023 03:32:08 GMT-0600 (Mountain Daylight Time),4.9,51.4,-4.3,703.1
158,Fri Jun 02 2023 03:47:08 GMT-0600 (Mountain Daylight Time),4.7,51.7,-4.4,703.2
159,Fri Jun 02 2023 04:02:08 GMT-0600 (Mountain Daylight Time),4.9,50,-4.6,703.4
160,Fri Jun 02 2023 04:17:08 GMT-0600 (Mountain Daylight Time),4.8,51,-4.5,703.4
161,Fri Jun 02 2023 04:32:08 GMT-0600 (Mountain Daylight Time),5,50.3,-4.5,703.4
162,Fri Jun 02 2023 04:47:08 GMT-0600 (Mountain Daylight Time),5.2,48.1,-4.9,703.5
163,Fri Jun 02 2023 05:02:08 GMT-0600 (Mountain Daylight Time),5,49.1,-4.8,703.4
164,Fri Jun 02 2023 05:17:08 GMT-0600 (Mountain Daylight Time),5.2,48.4,-4.8,703.5
165,Fri Jun 02 2023 05:32:08 GMT-0600 (Mountain Daylight Time),5.8,43.4,-5.7,703.4
166,Fri Jun 02 2023 05:47:08 GMT-0600 (Mountain Daylight Time),6,42.7,-5.7,703.3
167,Fri Jun 02 2023 06:02:08 GMT-0600 (Mountain Daylight Time),5.8,43.5,-5.7,703.4
168,Fri Jun 02 2023 06:17:08 GMT-0600 (Mountain Daylight Time),5.6,44,-5.7,703.6
169,Fri Jun 02 2023 06:32:08 GMT-0600 (Mountain Daylight Time),5.5,45.8,-5.3,703.7
170,Fri Jun 02 2023 06:47:08 GMT-0600 (Mountain Daylight Time),5.5,44.6,-5.6,703.6
171,Fri Jun 02 2023 07:02:08 GMT-0600 (Mountain Daylight Time),5.8,43.1,-5.8,703.7
172,Fri Jun 02 2023 07:17:08 GMT-0600 (Mountain Daylight Time),6.1,41.8,-5.9,703.7
173,Fri Jun 02 2023 07:32:08 GMT-0600 (Mountain Daylight Time),6.2,45.8,-4.6,703.7
174,Fri Jun 02 2023 07:47:08 GMT-0600 (Mountain Daylight Time),5.8,52.5,-3.2,703.7
175,Fri Jun 02 2023 08:02:08 GMT-0600 (Mountain Daylight Time),5.2,56.9,-2.6,703.5
176,Fri Jun 02 2023 08:17:08 GMT-0600 (Mountain Daylight Time),5,58.5,-2.5,703.4
177,Fri Jun 02 2023 08:32:08 GMT-0600 (Mountain Daylight Time),5,57.9,-2.6,703.4
178,Fri Jun 02 2023 08:47:08 GMT-0600 (Mountain Daylight Time),3.9,66.2,-1.8,703.6
179,Fri Jun 02 2023 09:02:08 GMT-0600 (Mountain Daylight Time),1.9,80.8,-1,703.9
180,Fri Jun 02 2023 09:17:08 GMT-0600 (Mountain Daylight Time),1.3,86,-0.8,703.9
181,Fri Jun 02 2023 09:32:08 GMT-0600 (Mountain Daylight Time),1.3,88.5,-0.4,704
182,Fri Jun 02 2023 09:47:08 GMT-0600 (Mountain Daylight Time),1.3,89.3,-0.3,704.1
183,Fri Jun 02 2023 10:02:08 GMT-0600 (Mountain Daylight Time),0.8,91.3,-0.5,703.8
184,Fri Jun 02 2023 10:17:08 GMT-0600 (Mountain Daylight Time),0.8,90.1,-0.6,703.8
185,Fri Jun 02 2023 10:32:08 GMT-0600 (Mountain Daylight Time),0.5,89.9,-1,703.9
186,Fri Jun 02 2023 10:47:08 GMT-0600 (Mountain Daylight Time),0,90,-1.4,704.1
187,Fri Jun 02 2023 11:02:08 GMT-0600 (Mountain Daylight Time),-0.6,90.1,-2,704.4
188,Fri Jun 02 2023 11:17:08 GMT-0600 (Mountain Daylight Time),-1.2,91.2,-2.5,704
189,Fri Jun 02 2023 11:32:08 GMT-0600 (Mountain Daylight Time),-1.3,91.6,-2.5,703.9
190,Fri Jun 02 2023 11:47:08 GMT-0600 (Mountain Daylight Time),-1.2,91.9,-2.3,703.8
191,Fri Jun 02 2023 12:02:08 GMT-0600 (Mountain Daylight Time),-0.9,92.2,-2,703.8
192,Fri Jun 02 2023 12:17:08 GMT-0600 (Mountain Daylight Time),-0.9,92.2,-2,703.8
193,Fri Jun 02 2023 12:32:08 GMT-0600 (Mountain Daylight Time),-0.9,92.3,-2,703.8
194,Fri Jun 02 2023 12:47:08 GMT-0600 (Mountain Daylight Time),-0.6,92.7,-1.6,703.8
195,Fri Jun 02 2023 13:02:08 GMT-0600 (Mountain Daylight Time),-0.3,92.8,-1.3,703.7
196,Fri Jun 02 2023 13:17:08 GMT-0600 (Mountain Daylight Time),-0.4,92.7,-1.4,703.7
197,Fri Jun 02 2023 13:32:08 GMT-0600 (Mountain Daylight Time),-0.5,93.4,-1.4,703.8
198,Fri Jun 02 2023 13:47:08 GMT-0600 (Mountain Daylight Time),-0.5,93.3,-1.4,703.8
199,Fri Jun 02 2023 14:02:08 GMT-0600 (Mountain Daylight Time),-0.7,93.3,-1.6,703.9
200,Fri Jun 02 2023 14:17:08 GMT-0600 (Mountain Daylight Time),-0.8,93.4,-1.7,704
201,Fri Jun 02 2023 14:32:08 GMT-0600 (Mountain Daylight Time),-1.2,93.4,-2.1,704.1
202,Fri Jun 02 2023 14:47:08 GMT-0600 (Mountain Daylight Time),-1.4,93.6,-2.3,704.1
203,Fri Jun 02 2023 15:02:08 GMT-0600 (Mountain Daylight Time),-1.4,93.9,-2.3,704.3
204,Fri Jun 02 2023 15:17:08 GMT-0600 (Mountain Daylight Time),-1.3,94,-2.1,704.4
205,Fri Jun 02 2023 15:32:08 GMT-0600 (Mountain Daylight Time),-1.3,93.9,-2.2,703.7
206,Fri Jun 02 2023 15:47:08 GMT-0600 (Mountain Daylight Time),-1.3,94.1,-2.1,703.9
207,Fri Jun 02 2023 16:02:08 GMT-0600 (Mountain Daylight Time),-1.2,94.4,-2,704
208,Fri Jun 02 2023 16:17:08 GMT-0600 (Mountain Daylight Time),-1.3,94.6,-2.1,704.2
209,Fri Jun 02 2023 16:32:08 GMT-0600 (Mountain Daylight Time),-1,94.7,-1.7,704.3
210,Fri Jun 02 2023 16:47:08 GMT-0600 (Mountain Daylight Time),-0.9,94.6,-1.7,704.4
211,Fri Jun 02 2023 17:02:08 GMT-0600 (Mountain Daylight Time),-0.6,94.5,-1.4,704.5
212,Fri Jun 02 2023 17:17:08 GMT-0600 (Mountain Daylight Time),-0.7,94.6,-1.5,704.5
213,Fri Jun 02 2023 17:32:08 GMT-0600 (Mountain Daylight Time),-0.6,94.8,-1.3,704.6
214,Fri Jun 02 2023 17:47:08 GMT-0600 (Mountain Daylight Time),-0.5,94.9,-1.2,704.7
215,Fri Jun 02 2023 18:02:08 GMT-0600 (Mountain Daylight Time),-0.5,94.9,-1.2,704.9
216,Fri Jun 02 2023 18:17:08 GMT-0600 (Mountain Daylight Time),-0.8,95,-1.5,705
217,Fri Jun 02 2023 18:32:08 GMT-0600 (Mountain Daylight Time),-0.9,95.4,-1.5,705.2
218,Fri Jun 02 2023 18:47:08 GMT-0600 (Mountain Daylight Time),-1,95.3,-1.7,705.4
219,Fri Jun 02 2023 19:02:08 GMT-0600 (Mountain Daylight Time),-1.1,95.3,-1.8,705.3
220,Fri Jun 02 2023 19:17:08 GMT-0600 (Mountain Daylight Time),-0.8,95.1,-1.5,705.1
221,Fri Jun 02 2023 19:32:08 GMT-0600 (Mountain Daylight Time),0,94.6,-0.8,705.1
222,Fri Jun 02 2023 19:47:08 GMT-0600 (Mountain Daylight Time),0.3,94.1,-0.5,705.1
223,Fri Jun 02 2023 20:02:08 GMT-0600 (Mountain Daylight Time),0.3,93.4,-0.6,705.2
224,Fri Jun 02 2023 20:17:08 GMT-0600 (Mountain Daylight Time),0.5,93.8,-0.4,705.2
225,Fri Jun 02 2023 20:32:08 GMT-0600 (Mountain Daylight Time),0.3,94.3,-0.5,705.3
226,Fri Jun 02 2023 20:47:08 GMT-0600 (Mountain Daylight Time),0,95,-0.7,705.2
227,Fri Jun 02 2023 21:02:08 GMT-0600 (Mountain Daylight Time),-0.1,95.5,-0.7,705.3
228,Fri Jun 02 2023 21:17:08 GMT-0600 (Mountain Daylight Time),0.1,95.5,-0.5,705.1
229,Fri Jun 02 2023 21:32:08 GMT-0600 (Mountain Daylight Time),0.2,95.3,-0.5,704.9
230,Fri Jun 02 2023 21:47:08 GMT-0600 (Mountain Daylight Time),0.2,95.4,-0.4,704.8
231,Fri Jun 02 2023 22:02:08 GMT-0600 (Mountain Daylight Time),-0.1,95.8,-0.7,704.7
232,Fri Jun 02 2023 22:17:08 GMT-0600 (Mountain Daylight Time),-0.2,96.2,-0.7,704.6
233,Fri Jun 02 2023 22:32:08 GMT-0600 (Mountain Daylight Time),-0.2,96.4,-0.7,704.5
234,Fri Jun 02 2023 22:47:08 GMT-0600 (Mountain Daylight Time),-0.5,96.3,-1,704.6
235,Fri Jun 02 2023 23:02:08 GMT-0600 (Mountain Daylight Time),-0.4,96.4,-0.9,704.5
236,Fri Jun 02 2023 23:17:08 GMT-0600 (Mountain Daylight Time),-0.3,96.4,-0.8,704.5
237,Fri Jun 02 2023 23:32:08 GMT-0600 (Mountain Daylight Time),-0.3,96.4,-0.8,704.5
238,Fri Jun 02 2023 23:47:08 GMT-0600 (Mountain Daylight Time),-0.2,96.4,-0.7,704.6
239,Sat Jun 03 2023 00:02:08 GMT-0600 (Mountain Daylight Time),0,96.5,-0.5,704.7
240,Sat Jun 03 2023 00:17:08 GMT-0600 (Mountain Daylight Time),0,96.5,-0.5,704.9
241,Sat Jun 03 2023 00:32:08 GMT-0600 (Mountain Daylight Time),0,96.6,-0.5,704.9
242,Sat Jun 03 2023 00:47:08 GMT-0600 (Mountain Daylight Time),0,96.7,-0.5,704.9
243,Sat Jun 03 2023 01:02:08 GMT-0600 (Mountain Daylight Time),0,96.6,-0.5,704.8
244,Sat Jun 03 2023 01:17:08 GMT-0600 (Mountain Daylight Time),0,96.5,-0.5,704.9
245,Sat Jun 03 2023 01:32:08 GMT-0600 (Mountain Daylight Time),0,96.5,-0.5,704.8
246,Sat Jun 03 2023 01:47:08 GMT-0600 (Mountain Daylight Time),0,96.4,-0.5,704.8
